Customer_ID,Contract,Tenure_in_Months,Monthly_Charge,Total_Revenue,Churn_Risk_Score
29374-WES,One Year,9,59.95,1848.8,0.16415583013080046
26473-BIH,Two Year,7,105.45,2779.78,0.16409250565083697
71517-UTT,One Year,30,89.85,6324.69,0.16392081029596806
63125-MAD,One Year,33,45.05,4310.6,0.16389634373288675
89049-PUN,One Year,3,89.0,8365.68,0.1638959794996098
13637-MAD,One Year,18,54.9,3045.75,0.16373242534869223
25338-HAR,Two Year,35,93.8,1886.95,0.163068248104058
86872-BIH,One Year,25,59.8,3022.05,0.1630667007041373
12746-WES,Month-to-Month,17,19.95,198.69,0.1629926878937746
43583-GUJ,One Year,28,53.15,1930.9,0.16291369292786578
38970-DEL,One Year,9,55.8,3475.7,0.16290062665855737
48404-ASS,Two Year,4,74.0,6411.9,0.1628435892689433
87045-HAR,Month-to-Month,29,19.85,281.23,0.1625822519642912
96498-JAM,One Year,20,58.9,4051.5,0.162420335288651
31674-UTT,One Year,7,95.65,6096.84,0.16241483342927526
28577-JHA,Two Year,21,99.0,8674.68,0.162411331657984
35207-MAD,Two Year,8,75.65,6566.63,0.16216463132269085
24622-AND,Two Year,27,103.2,6311.63,0.16213136969318007
15923-RAJ,One Year,16,50.05,2911.5,0.1620257318731204
83263-TEL,Two Year,1,101.3,7882.33,0.16198539301918766
76479-GUJ,Two Year,30,110.6,9052.07,0.16149573635822032
62310-WES,Month-to-Month,2,56.35,2105.52,0.16141391809233865
52077-ASS,One Year,22,73.85,4668.12,0.16134976031269974
19661-GUJ,Two Year,18,91.05,5579.87,0.16129255667744918
31962-ODI,Two Year,18,99.0,6791.9,0.16122907201027512
27091-WES,One Year,5,69.55,4253.04,0.1611220796284562
63913-GUJ,Two Year,3,107.65,8882.7,0.16092292490313861
28616-WES,Two Year,34,105.55,6367.01,0.1608269631301389
98865-ODI,Two Year,19,106.7,9712.95,0.16067024093279347
26540-TEL,One Year,20,64.05,5991.24,0.16063825020652703
17846-MAD,Two Year,34,90.5,2717.05,0.1604322900836133
44605-HAR,Two Year,28,103.75,8664.2,0.16036810574144308
69005-JHA,One Year,4,63.9,4319.0,0.1603059212225421
31459-UTT,One Year,34,78.8,4020.17,0.16026745006427173
78335-MAH,One Year,6,48.7,1665.02,0.16014296985479579
22748-HAR,One Year,12,55.25,2761.35,0.1599392992257136
69540-UTT,One Year,8,59.45,1591.76,0.15991305728954128
55015-WES,One Year,24,46.4,812.4,0.15985553642516617
34921-HAR,One Year,14,35.45,1391.65,0.15974343222334922
34319-MAH,Two Year,17,54.55,1393.58,0.15972234205876965
18872-WES,One Year,9,52.7,4229.86,0.15962587472359097
52355-WES,Month-to-Month,3,54.35,2423.24,0.15961218673375002
63502-GUJ,One Year,11,63.7,3896.7,0.15940465158469178
14214-KAR,Month-to-Month,10,20.25,209.55,0.1591327008913876
73484-MAD,One Year,4,60.4,2740.55,0.1591291813697307
37960-TEL,Two Year,2,51.3,496.42,0.15912010081359568
97376-ASS,Two Year,24,95.2,7501.08,0.15905208898337575
18203-UTT,Two Year,13,44.55,343.45,0.15898933561284595
17570-GUJ,One Year,4,0.0,1282.67,0.15864060128138843
46832-BIH,One Year,19,40.35,1187.05,0.1584757374773856
71405-TAM,One Year,7,74.05,3997.4,0.15799838533536834
59403-KER,One Year,3,89.85,8336.1,0.15793246278642506
38495-PUN,Two Year,8,105.55,8152.01,0.15777113034620324
47154-BIH,Month-to-Month,2,57.95,2208.56,0.1576674288379181
82343-MAH,Two Year,25,79.85,1955.19,0.15749764382481338
61962-KAR,One Year,15,84.3,7226.33,0.15726057596723494
22929-JAM,One Year,10,68.75,4334.76,0.15723940780506213
62337-MAD,One Year,35,69.1,3993.19,0.1571576895847737
26795-KAR,Two Year,1,102.1,7830.61,0.15647508743731375
75355-PUN,One Year,10,47.85,2944.27,0.1564327925215084
85790-TAM,Two Year,7,103.65,8417.44,0.15637137253453656
98473-UTT,Two Year,26,95.1,8192.43,0.1563582897701844
92092-UTT,One Year,8,19.35,419.99,0.15624017833647494
96032-BIH,One Year,22,64.4,4294.87,0.15610209996209815
47771-TAM,Two Year,14,89.75,7005.53,0.1559609762877652
59339-MAH,One Year,22,35.2,1463.7,0.15591575546684186
16745-UTT,One Year,6,81.15,7398.63,0.15584148929347752
68522-ASS,One Year,5,78.0,4268.63,0.15582850415271512
78859-UTT,Month-to-Month,29,69.9,5374.78,0.1555775534799175
68555-WES,Two Year,11,71.55,2868.67,0.15551517664691952
37517-AND,Two Year,36,79.2,6908.29,0.1553196442755258
48875-UTT,One Year,11,90.05,8358.42,0.15512202634959
31447-ODI,One Year,18,53.5,4656.88,0.1550913606605329
59564-PUN,One Year,1,76.75,5482.36,0.15504878927980223
37191-MAH,One Year,13,58.45,2245.47,0.15486714849059097
12112-MAD,Month-to-Month,4,20.45,191.63,0.1547241699289833
66674-PUN,Two Year,28,47.05,3263.6,0.15460875898668924
65381-PUN,Two Year,32,104.9,7833.1,0.15452895239828998
38365-KAR,Month-to-Month,21,20.65,194.02,0.15429535140466114
65611-UTT,Two Year,13,72.95,6023.63,0.154218416126149
82770-UTT,Two Year,9,99.9,6676.78,0.15421625879839213
91417-GUJ,One Year,22,72.1,6339.27,0.15415313497116878
92106-MAD,Month-to-Month,9,20.35,251.65,0.15407324184678933
71442-MAH,Two Year,28,95.1,5699.89,0.1539873093892615
93838-MAH,Two Year,16,94.8,6539.35,0.15398705447534206
43343-TAM,Month-to-Month,12,20.75,471.43,0.15376832767998821
32380-PUD,Month-to-Month,11,20.7,159.07,0.15375736828618447
59723-RAJ,One Year,6,0.0,5867.56,0.15375119262642792
89393-KAR,One Year,2,53.65,2227.35,0.15373521418530772
47330-MAH,One Year,11,79.4,8571.1,0.15367506870191078
61770-AND,Two Year,25,99.1,7681.1,0.15360573088852397
49662-KAR,One Year,17,64.85,1985.28,0.1535882006645086
74947-ASS,Two Year,16,99.35,8326.15,0.1535394940678188
66737-CHH,Two Year,22,0.0,1227.43,0.15350345293511344
58004-TAM,One Year,4,68.7,5891.83,0.15338170330028614
37572-RAJ,Two Year,13,100.45,5281.36,0.1529651216169315
68305-DEL,One Year,2,50.35,1405.92,0.15287022435083245
85248-KAR,Two Year,11,101.15,8444.03,0.1527856977770618
96565-MAH,Month-to-Month,35,59.45,3505.75,0.15278317429910768
19420-MAD,One Year,3,69.75,4477.95,0.15248826740498422
66640-WES,Two Year,15,80.45,4877.59,0.15241661710199328
89453-HAR,One Year,19,44.1,2369.7,0.15237384869036025
97501-JHA,One Year,10,81.15,5898.45,0.15203745046211406
72132-WES,One Year,3,78.75,5631.03,0.15200463889088384
51951-UTT,Two Year,34,92.7,7732.5,0.1520044696278533
22847-GUJ,Two Year,23,112.4,9143.41,0.15190045016653736
72407-WES,Two Year,21,82.5,6563.99,0.15188411208062655
89862-TAM,Month-to-Month,36,19.95,197.1,0.15166589133398328
35203-HAR,One Year,8,83.45,6072.33,0.15166394580869175
62569-UTT,One Year,4,44.45,792.15,0.15164846103076382
77769-UTT,Month-to-Month,35,25.25,116.66,0.15147586749190994
48965-KAR,Month-to-Month,10,44.55,3062.77,0.15141629125417155
86846-BIH,Two Year,28,55.6,596.51,0.1507559030547984
11392-JAM,One Year,1,84.4,6139.69,0.15070403306732374
45554-UTT,Month-to-Month,11,20.05,194.98,0.1506512595157619
21577-PUN,One Year,28,35.4,978.6,0.1506274687940866
95147-WES,Two Year,28,104.1,9268.85,0.15056550200365615
66275-TEL,One Year,25,49.35,3321.35,0.15043114649345446
46791-JAM,One Year,1,57.75,1579.09,0.15036183434196557
63004-WES,One Year,22,50.4,1580.1,0.15030048067173624
99739-KAR,One Year,10,78.75,5392.55,0.15026792088085403
71976-HAR,One Year,34,69.05,3062.75,0.15015051784481626
72969-GUJ,One Year,10,66.8,4689.15,0.15005599193923225
96905-KAR,Two Year,19,109.3,6869.15,0.149923354910418
13950-KAR,Two Year,6,105.15,8357.66,0.14991717480591402
57274-PUN,One Year,24,78.45,5841.31,0.1498750350804165
43464-ASS,Month-to-Month,2,19.3,196.19,0.14976815247750938
81850-MAH,Month-to-Month,19,19.95,227.85,0.14967497616072867
15586-HAR,Month-to-Month,16,20.2,382.73,0.14955350263273634
99821-ODI,One Year,9,74.65,2485.2,0.14953686245997388
54740-BIH,One Year,24,70.6,4313.32,0.14952627790290732
99814-ODI,One Year,25,0.0,3378.79,0.1495040030833755
31599-RAJ,Month-to-Month,4,20.65,306.15,0.14928448432946217
72635-DEL,Two Year,4,36.65,1315.0,0.14921983457235657
87521-WES,Month-to-Month,20,20.55,234.95,0.14921048555255426
35527-JAM,Month-to-Month,10,19.5,632.4,0.14868270792865104
77147-RAJ,One Year,16,39.5,1082.75,0.14814849608735423
92439-RAJ,One Year,21,49.4,6427.11,0.14812449902882563
34711-UTT,Two Year,13,104.5,5711.25,0.1480864995037703
15571-ASS,Two Year,19,90.0,3948.95,0.14769450481558435
51591-PUN,One Year,33,64.5,2766.35,0.1476260366696449
58134-AND,One Year,16,51.45,3345.87,0.14758578884897144
99190-UTT,One Year,31,89.65,4957.3,0.147551781134282
23352-CHH,Two Year,10,104.3,7651.35,0.1473421470032172
56731-BIH,Two Year,8,95.75,8784.86,0.14733510709940772
72886-PUN,Two Year,5,110.45,7835.99,0.1472898232013507
82109-MAH,One Year,22,78.65,5248.8,0.1470553534311391
47924-RAJ,One Year,11,68.75,6208.16,0.14686915512035145
59157-KAR,Two Year,4,90.8,8278.2,0.1466407211882602
69498-TAM,One Year,15,95.15,9222.48,0.14657364049081817
84106-CHH,Month-to-Month,34,24.1,714.32,0.14644599309338638
46950-AND,Month-to-Month,24,19.7,404.71,0.14643920260520418
35753-BIH,Two Year,13,38.8,603.0,0.1463432954853886
37748-JHA,Two Year,35,109.25,9822.08,0.14626731320657355
34584-MAD,Month-to-Month,9,20.95,368.64,0.14620986140132042
13632-GUJ,Two Year,1,104.45,10103.15,0.14604661662486879
16560-MAH,Two Year,3,83.45,3252.13,0.14570534892955267
12377-JAM,Month-to-Month,3,19.4,1036.35,0.14555202297947425
14960-TEL,One Year,32,80.2,5042.31,0.1455397907873596
15909-HAR,One Year,20,74.85,7390.35,0.14549797663849298
21303-UTT,One Year,31,65.2,6362.96,0.14547662104860112
98696-WES,Two Year,29,107.95,6926.31,0.14546779405480648
63196-TEL,One Year,20,35.35,1317.95,0.1453736293306001
42682-MAH,Two Year,5,111.4,1251.98,0.14534253054526963
37347-AND,Two Year,13,102.4,7161.55,0.14525925786695879
66346-UTT,Month-to-Month,13,65.25,6230.88,0.1451118329455238
85682-UTT,One Year,20,81.25,5958.91,0.1450682360967226
18756-MAD,One Year,7,58.6,4103.13,0.14493629686397197
76892-KAR,Month-to-Month,28,49.75,4559.91,0.14482674546042518
66026-HAR,One Year,27,69.5,2517.65,0.14478546954091928
69607-TAM,Month-to-Month,31,19.7,278.33,0.144560786734617
47062-KAR,One Year,24,74.0,4989.41,0.14451267699152615
12513-MAH,Two Year,3,104.7,8612.0,0.1445072596234714
49816-MAH,Two Year,23,84.65,7064.68,0.14399163865164813
29111-PUN,One Year,9,69.35,2909.83,0.14396710364408455
67464-KAR,One Year,15,50.55,6574.05,0.14353457986632207
97365-GUJ,One Year,32,36.0,1512.9,0.14325657110738052
62571-AND,One Year,21,68.1,3602.57,0.14307265983299813
24508-AND,One Year,14,29.45,1983.15,0.14291469199331666
88104-HAR,One Year,33,70.8,7409.17,0.14279786562368643
73155-ASS,Two Year,34,0.0,8435.6,0.14269461187516422
94792-MAD,Two Year,18,76.05,6103.85,0.14264737078459525
41428-BIH,One Year,10,65.4,4313.67,0.14246465181503665
82546-MAD,One Year,11,65.5,4656.21,0.14226122766319851
13642-TAM,Month-to-Month,9,20.45,443.98,0.14225556136876127
96935-TAM,One Year,2,61.55,2570.99,0.1421946029090531
37735-GUJ,One Year,23,56.25,1561.16,0.14218550380122388
88777-WES,One Year,30,74.75,3353.35,0.14218458051186242
18987-TAM,One Year,22,48.6,672.48,0.14207387779457836
23751-BIH,One Year,27,53.65,2259.7,0.14196665078538695
84743-AND,One Year,10,70.75,3871.35,0.14188317852874402
67887-ODI,Month-to-Month,27,19.9,437.85,0.14186224514436327
22364-UTT,Month-to-Month,21,0.0,7049.0,0.1417760926025127
22633-KER,Two Year,10,109.1,5861.67,0.1416546539266735
68876-UTT,Two Year,8,109.3,8198.8,0.14161813690287053
35693-GUJ,Two Year,2,104.15,5412.17,0.14156301463002866
25693-MAD,One Year,29,75.2,6351.1,0.14125946755915086
58800-BIH,One Year,21,62.15,3074.0,0.14121965511006995
29304-BIH,Month-to-Month,15,20.65,303.34,0.14116103661964702
54112-UTT,One Year,21,84.15,6488.9,0.14099175216049872
86779-JHA,Month-to-Month,15,24.5,440.25,0.14096106056376226
37224-KER,One Year,19,64.35,3555.7,0.14094991831668457
97173-MAH,One Year,29,23.9,122.94,0.14094506383668762
87675-UTT,Month-to-Month,18,19.9,361.55,0.14077605547970792
68244-TAM,One Year,26,36.1,2298.9,0.14072284780878175
81238-TEL,Two Year,2,94.45,8558.98,0.14065730625526293
83410-ASS,Month-to-Month,22,19.3,556.98,0.1406457912349377
25310-DEL,Month-to-Month,34,25.45,161.8,0.1404872853467019
91831-HAR,Two Year,13,56.75,3708.4,0.14036354217805744
74173-RAJ,Month-to-Month,27,20.5,227.35,0.14030816610681437
84065-PUN,Two Year,25,44.4,265.8,0.14025246794346166
81107-WES,One Year,23,47.85,4204.45,0.1397345352889548
47719-WES,One Year,6,80.05,6501.2,0.1396261637725038
51507-BIH,Two Year,25,103.95,10814.34,0.1396221858071047
54563-JAM,Two Year,15,105.25,9371.25,0.1395682822434814
33663-HAR,Month-to-Month,35,20.15,551.26,0.1395467907313591
17891-AND,One Year,9,55.1,2643.6,0.13926109554393468
34527-PUN,Month-to-Month,12,53.1,4517.84,0.13923356460384517
72671-KAR,One Year,23,40.3,1630.4,0.1391510136096483
82711-PUN,One Year,1,71.8,4701.95,0.13903264698522647
81255-AND,Two Year,35,113.75,7445.07,0.13877446579907193
68477-KAR,Two Year,26,108.95,8574.34,0.13853974560684099
38695-WES,Two Year,1,104.4,5173.76,0.1384553205202468
32022-PUD,One Year,13,54.9,3130.6,0.1383826691500762
69077-TAM,One Year,3,70.95,5777.68,0.13818194862778013
41961-AND,Month-to-Month,20,24.8,568.6,0.13812232532264623
58047-MAH,One Year,4,71.1,6885.22,0.13807834940220937
91470-HAR,Month-to-Month,29,19.75,363.95,0.13803478137895114
89699-MAD,One Year,9,68.95,2717.9,0.13794352688032346
55208-WES,Two Year,13,98.2,8850.46,0.13788119365891555
57368-KER,Two Year,2,109.05,8761.11,0.1378219444278708
65329-UTT,Month-to-Month,32,20.1,528.2,0.13759965672960153
78414-JAM,One Year,13,56.05,2482.7,0.13755747054262674
15675-GUJ,One Year,32,56.9,4328.8,0.13750355564381747
98855-MAH,Two Year,2,99.35,7440.19,0.1372045691794295
92714-AND,Two Year,14,73.55,3566.53,0.1371771095341496
17816-ODI,One Year,10,70.15,6588.22,0.1370844089128624
93211-MAH,Two Year,29,43.35,371.4,0.13706171923562063
57738-GUJ,Two Year,29,77.8,5769.85,0.1370604651496191
32821-TAM,One Year,15,70.9,2800.67,0.13688625642885796
27059-KAR,Two Year,22,84.5,9298.85,0.13639770524060713
55493-MAD,Month-to-Month,21,20.35,441.59,0.13622458220218667
57461-GUJ,Month-to-Month,27,20.35,162.05,0.13617728870982893
89855-RAJ,One Year,20,74.7,4219.21,0.13616346645789343
12342-KER,Two Year,3,99.65,9387.38,0.13598367964102967
36755-AND,Month-to-Month,9,19.65,379.11,0.13574846059419657
16124-MAH,Two Year,23,0.0,5935.12,0.13558649650720003
89019-PUN,Two Year,32,89.45,5344.06,0.13548153652452355
71897-MAH,Two Year,6,101.3,7423.25,0.13532488177004848
34333-GUJ,One Year,4,55.8,4489.6,0.13526007242855062
18160-KAR,Month-to-Month,5,19.85,545.46,0.13508445394421534
77604-WES,One Year,9,81.2,7412.65,0.13503748769460547
51260-KAR,Month-to-Month,7,19.2,271.41,0.1349698389362466
76712-AND,One Year,2,45.0,2196.3,0.134732350826713
59467-JAM,One Year,1,40.2,1525.35,0.13440622956889528
99166-BIH,Two Year,27,80.95,5903.37,0.1342597121612231
36197-GUJ,Two Year,6,98.65,9664.57,0.13424649103964542
71956-UTT,Month-to-Month,9,19.95,537.86,0.13405350952973863
42964-MAH,One Year,25,78.2,3399.52,0.1339377120942894
39400-RAJ,Two Year,12,108.4,8488.46,0.1338648021172402
71292-MAH,Month-to-Month,1,19.95,683.75,0.13380832085143501
65303-RAJ,One Year,8,71.9,5241.65,0.13363175000211627
95788-MAD,Two Year,12,99.0,4190.02,0.13360385256648036
67253-KAR,Two Year,17,111.6,8144.12,0.1334810748414106
72446-ODI,Two Year,26,110.65,11032.77,0.13343245296177866
89567-RAJ,Two Year,29,29.6,299.05,0.13332333209664995
21291-MAH,One Year,8,68.5,3358.36,0.133294314572123
38895-TEL,Two Year,10,90.85,9165.1,0.13319112651057716
56413-MAH,Two Year,31,106.8,10094.0,0.13312463354612236
11340-JAM,One Year,7,19.95,298.1,0.13310986052042745
23147-JHA,Two Year,28,104.9,8059.95,0.1330862043331803
46587-AND,One Year,7,40.6,2588.95,0.1329364815996761
66278-WES,Two Year,1,99.7,8019.43,0.13285738924161236
97526-TEL,Two Year,22,110.5,9105.93,0.13250062607392854
66748-KAR,Two Year,32,69.15,2736.14,0.13246710701511297
83939-TEL,Month-to-Month,4,19.0,945.68,0.13241760433200292
43117-GUJ,Two Year,36,106.1,8040.73,0.13228548622154773
83158-TAM,One Year,32,81.4,6504.13,0.13189813819609467
27757-HAR,One Year,6,70.7,6386.3,0.1318527615721468
69893-UTT,One Year,10,58.75,3522.89,0.1315226658952787
78945-TEL,One Year,27,76.75,6612.97,0.13070046428160229
69827-HAR,One Year,9,53.85,4492.33,0.13015502086049058
85022-MAD,Two Year,21,29.35,342.22,0.1300777466072154
75779-UTT,One Year,20,19.5,342.66,0.13000589038294094
94700-UTT,Month-to-Month,21,67.45,5998.18,0.1298949910075845
29990-KAR,Two Year,8,95.9,7807.35,0.12983621830399555
37465-UTT,One Year,24,33.7,1537.85,0.12981167943583485
61783-KAR,Two Year,31,19.5,118.98,0.12975830945981473
14942-HAR,One Year,11,40.3,1794.8,0.12971757647156887
26506-WES,One Year,9,55.8,3700.62,0.1296707691025956
53717-TAM,Two Year,10,107.5,8595.54,0.12957794869431255
14399-MAD,One Year,9,35.45,1958.95,0.12957348524282614
63934-AND,Two Year,1,63.4,358.8,0.12950705465039622
64589-TAM,Month-to-Month,8,19.8,387.25,0.12936123107920888
28594-TAM,One Year,20,59.3,4348.8,0.12932033037451995
58707-KAR,Two Year,1,75.5,5320.57,0.12902649382567313
88171-TEL,Month-to-Month,17,56.25,4367.57,0.12893655823299485
68157-AND,Two Year,31,89.45,6785.4,0.12883435154527614
91541-UTT,Month-to-Month,34,20.95,422.21,0.12870456589670265
41077-GUJ,One Year,2,44.8,2983.65,0.12869275733443755
63633-KAR,Two Year,24,48.8,2555.05,0.1285190310489243
14888-MAD,Two Year,17,33.45,1540.25,0.12851801063941728
96814-JHA,One Year,10,59.45,5186.35,0.1283521985905677
59998-RAJ,Two Year,30,54.95,3772.5,0.12828361585668177
98423-JAM,One Year,2,50.3,3933.78,0.12808250431376073
14765-MAD,One Year,2,68.45,5515.92,0.128041142730908
17695-PUN,Two Year,19,102.9,10251.26,0.12800687104315653
14346-TEL,One Year,3,24.6,2970.85,0.12797202206458194
77443-HAR,One Year,15,67.45,2925.78,0.12794563185570312
79306-PUN,Two Year,26,100.65,5462.14,0.12792862741758593
53373-BIH,Two Year,23,109.2,7602.57,0.1279031792243151
72002-UTT,Two Year,19,60.25,1314.58,0.12773156895530563
53171-TAM,Two Year,27,35.65,1000.08,0.1276551907934136
58578-TEL,One Year,31,56.3,3859.27,0.12737285815407146
71631-TAM,Two Year,32,110.8,10184.55,0.12733515009108023
99722-BIH,Two Year,17,64.4,786.26,0.1273312829857067
42868-TEL,Month-to-Month,6,19.55,233.78,0.1272749161423505
16790-RAJ,One Year,2,55.35,1636.95,0.12707450719328434
59612-RAJ,Two Year,32,110.45,11416.21,0.12695234513437142
41004-UTT,Two Year,2,110.2,8225.5,0.12688121101996178
51370-MAH,Month-to-Month,35,20.45,467.7,0.12686589643019597
68341-MAH,One Year,30,54.45,4858.83,0.1267296024374815
81000-MAD,One Year,8,61.5,1813.93,0.1266965610456224
35527-TAM,One Year,12,41.15,1700.9,0.12663616265423655
43546-KAR,Two Year,2,89.1,7752.15,0.12660287850108373
97221-AND,Month-to-Month,1,19.75,411.15,0.12652650829006346
58740-PUN,One Year,33,70.5,3624.15,0.12641364423040988
62880-DEL,Month-to-Month,12,54.55,3805.77,0.12627808635162222
94990-JHA,Month-to-Month,1,20.05,206.35,0.1262037125560086
34520-UTT,One Year,5,60.5,5551.33,0.12617642492223094
39808-TAM,Two Year,29,108.95,4727.95,0.12600688089477421
69383-TEL,Two Year,7,89.45,7589.71,0.12582002783998256
42329-AND,Two Year,30,94.35,7206.66,0.12581262116027783
14653-PUN,Month-to-Month,9,20.0,579.3,0.12569173862617794
67451-RAJ,Month-to-Month,5,19.7,709.88,0.1255882476201456
54968-MAH,Two Year,30,73.8,4674.01,0.1255359131347404
53485-UTT,Two Year,13,111.75,8470.78,0.12541774078683676
27750-HAR,Two Year,28,59.45,1884.65,0.12510154729903572
35643-UTT,One Year,4,0.0,5803.77,0.12475839743930119
67522-RAJ,Two Year,2,104.0,7879.23,0.12465751169115093
38825-KAR,Two Year,29,59.8,4489.53,0.12458325156997842
25451-JAM,Two Year,33,49.8,2480.23,0.1245801623452058
37435-TEL,Two Year,26,85.15,5625.86,0.12444840950239291
26576-MAD,Two Year,28,85.75,6279.56,0.12435441357374041
21320-BIH,Month-to-Month,20,19.55,339.87,0.12423704664486925
65281-UTT,One Year,9,52.0,2884.9,0.12422593004378894
43271-DEL,Two Year,19,43.6,2748.7,0.12415116671490103
15835-TEL,Two Year,30,74.85,3396.75,0.12408108311237216
21291-TAM,Two Year,13,100.2,5793.45,0.12386907489069976
74864-JHA,Month-to-Month,34,20.55,218.75,0.12356193887379668
44270-KAR,Two Year,26,84.4,7442.67,0.1235316040142674
68740-CHH,Month-to-Month,16,19.5,601.31,0.12327845994805503
77500-PUD,One Year,27,57.95,4801.93,0.12295349563573285
92206-TEL,One Year,34,0.0,3225.32,0.1229310534033529
97191-TEL,Two Year,17,103.15,7783.92,0.12290773118028725
97435-UTT,Two Year,35,80.6,3801.15,0.12276628413694235
92276-MAD,One Year,30,40.9,1383.6,0.12257037740090147
83256-TEL,Two Year,14,66.05,1919.01,0.12256536687634759
69143-ODI,Two Year,6,109.2,10881.61,0.12238179992288017
73593-BIH,Two Year,31,75.2,4543.49,0.12208335279871328
56990-WES,Two Year,27,49.65,2409.9,0.1219740543928043
57591-AND,One Year,12,20.05,244.85,0.12197223909596573
88632-TAM,Month-to-Month,5,20.65,264.68,0.12176379034614633
29458-HAR,One Year,22,42.3,1840.75,0.1217423337712343
86951-KAR,One Year,21,83.0,6227.11,0.1214095928067776
29553-GUJ,Two Year,30,54.1,3794.5,0.12130987626252959
15739-MAD,Month-to-Month,9,24.0,256.65,0.12123936683033981
53365-GUJ,One Year,19,35.4,1412.4,0.12118714474624506
71533-MAD,Month-to-Month,29,81.3,4000.55,0.1211723008298633
43524-MAD,One Year,15,54.75,2248.09,0.12088589524726025
63437-MAH,Month-to-Month,16,19.25,191.1,0.1208159764014159
15116-PUN,Month-to-Month,10,20.25,523.51,0.1207399648076143
54801-TEL,One Year,25,65.8,5769.01,0.12055827241359912
74748-ASS,Two Year,16,53.6,3237.05,0.12040436600026062
13036-KAR,Two Year,4,54.8,1609.14,0.12028073900258415
42811-PUN,One Year,13,82.5,5220.25,0.11997214019443071
58319-UTT,One Year,11,0.0,425.53,0.11996061791809315
21538-PUN,Month-to-Month,31,20.75,634.48,0.1197264714390418
54490-AND,One Year,26,64.15,2050.05,0.11970579624070675
24262-JHA,Two Year,36,88.95,4599.77,0.1196765322011355
94541-KAR,Two Year,33,94.8,8711.95,0.11963606236287336
87915-UTT,Two Year,32,104.6,7643.52,0.1195991453971196
79730-TAM,Month-to-Month,13,19.4,500.59,0.11942517348987565
29772-PUN,Two Year,11,39.6,2386.04,0.11933259832093077
95965-UTT,One Year,8,58.0,2153.84,0.11929878741073194
28397-UTT,One Year,1,24.15,2491.1,0.11926944274342269
86596-PUD,Two Year,33,61.45,3751.15,0.11907917019000455
39394-TEL,One Year,12,66.2,7321.68,0.1189759797463483
79587-JAM,Two Year,16,99.0,10162.86,0.11894416483665604
41449-ASS,One Year,15,35.55,1309.15,0.11882840561552965
99727-WES,One Year,24,54.8,4228.66,0.11849803712311506
64398-MAH,One Year,15,0.0,2456.05,0.11840637623591088
83942-CHH,One Year,30,69.2,8432.39,0.11835208423848795
73762-UTT,One Year,19,75.75,5153.05,0.11809775414835201
83553-GUJ,Two Year,5,105.65,8887.86,0.11785537202792527
32663-BIH,Two Year,22,58.4,1817.02,0.11783841715527629
96833-TEL,Two Year,14,81.95,1254.13,0.11777377581105229
85690-HAR,Two Year,29,69.1,2670.42,0.11755520135079567
61204-UTT,Two Year,8,103.75,8133.57,0.11741861923245457
35471-KAR,Two Year,26,52.55,525.5,0.11728616714348426
97824-BIH,One Year,15,65.0,4211.35,0.11683180530051766
13319-MAD,Two Year,8,99.4,8038.71,0.11680229041190086
91621-DEL,One Year,23,57.2,2294.13,0.1167000499741972
56147-UTT,One Year,5,60.7,2234.55,0.11658931981180795
68915-WES,Month-to-Month,4,24.3,165.75,0.11644920945738119
92461-KAR,One Year,16,0.0,5426.81,0.11624036434519183
85445-HAR,Two Year,26,73.6,4187.23,0.11608142749123684
12510-MAH,Two Year,33,112.25,8881.17,0.1160518092792632
48401-JAM,Two Year,34,116.85,10769.46,0.11582029307627359
23769-KAR,Month-to-Month,31,20.4,596.57,0.11566522714942455
77683-BIH,Two Year,17,39.0,2337.45,0.11537814107862171
55900-TAM,Month-to-Month,10,55.7,5100.19,0.11535526147367657
13796-KAR,Two Year,11,111.15,5760.93,0.11528262580799592
49247-MAD,One Year,32,65.2,6623.55,0.11518450880492381
97891-GUJ,Month-to-Month,6,20.05,288.88,0.11502850214799568
92230-AND,One Year,19,70.75,6870.55,0.11495857237581991
33411-GUJ,One Year,3,60.6,5231.81,0.11486279980302894
37737-PUN,One Year,24,71.4,5358.4,0.11484067148826374
47250-HAR,One Year,20,45.05,1790.6,0.1145678486749955
22841-TAM,Two Year,9,105.25,10205.35,0.11444192970818295
71733-UTT,Two Year,22,54.55,731.71,0.11437438373723036
82141-UTT,Two Year,5,84.05,7215.05,0.11435419612279728
49302-GUJ,One Year,4,61.25,1993.2,0.11431976603826956
94910-GUJ,Two Year,17,108.1,6411.82,0.1143139938951429
28634-BIH,Two Year,25,108.0,6719.69,0.11413291774341677
76682-AND,Two Year,32,49.8,2124.42,0.1141164945372284
34212-MAH,One Year,17,54.1,3689.52,0.11386367254790189
89027-UTT,Two Year,6,100.1,6532.15,0.11363049390099426
33345-WES,Two Year,4,109.0,7942.44,0.11359391308432912
48363-ASS,One Year,12,20.6,189.62,0.11348532527298733
68091-HAR,Two Year,18,59.1,1083.14,0.11345719364328848
98939-HAR,One Year,10,66.15,2960.12,0.11343586632253613
55736-TEL,Two Year,10,107.4,10003.07,0.11340332770989553
19889-KAR,Month-to-Month,27,20.05,427.96,0.11324801504075938
75800-BIH,Two Year,26,105.25,9308.35,0.11277755841254639
35755-UTT,Two Year,27,99.35,10304.5,0.11270146877289254
52886-HAR,Two Year,12,84.1,9542.45,0.11251075142803953
